Day,Time,Time 1,Place,1Activity1123,act,dur
20181222,1.5455E+12,Sat Dec 22 23:15:08 GMT+05:30 2018,home,phone: Smarter Time,Personal Life,71855
20181222,1.5455E+12,Sat Dec 22 23:16:19 GMT+05:30 2018,home,sleep,Resting,2620041
20181223,1.5455E+12,Sun Dec 23 00:00:00 GMT+05:30 2018,home,sleep,Resting,20630389
20181223,1.54552E+12,Sun Dec 23 05:43:50 GMT+05:30 2018,home,phone: WhatsApp,Social,467007
20181223,1.54552E+12,Sun Dec 23 05:51:37 GMT+05:30 2018,home,phone: Chrome,Art & Entertainment,224786
20181223,1.54552E+12,Sun Dec 23 05:55:22 GMT+05:30 2018,home,phone: Gmail,Social,169289
20181223,1.54552E+12,Sun Dec 23 05:58:11 GMT+05:30 2018,home,sleep,Resting,7130340
20181223,1.54553E+12,Sun Dec 23 07:57:01 GMT+05:30 2018,home,home time,Personal Life,1682265
20181223,1.54553E+12,Sun Dec 23 08:25:04 GMT+05:30 2018,home,phone: Paytm,Personal Life,124473
20181223,1.54553E+12,Sun Dec 23 08:27:08 GMT+05:30 2018,home,home time,Personal Life,160505
20181223,1.54553E+12,Sun Dec 23 08:29:49 GMT+05:30 2018,,phone: Zomato,Personal Life,159864
20181223,1.54553E+12,Sun Dec 23 08:32:28 GMT+05:30 2018,,walk,Transport,199123
20181223,1.54553E+12,Sun Dec 23 08:35:48 GMT+05:30 2018,,bike,Transport,395482
20181223,1.54553E+12,Sun Dec 23 08:42:23 GMT+05:30 2018,,phone: Swiggy,Art & Entertainment,159513
20181223,1.54553E+12,Sun Dec 23 08:45:03 GMT+05:30 2018,home,phone: Swiggy,Art & Entertainment,178147
20181223,1.54554E+12,Sun Dec 23 08:48:01 GMT+05:30 2018,home,phone: Uber Eats,Transport,484612
20181223,1.54554E+12,Sun Dec 23 08:56:05 GMT+05:30 2018,home,home time,Personal Life,553323
20181223,1.54554E+12,Sun Dec 23 09:05:19 GMT+05:30 2018,home,phone: Nestaway,No category,148577
20181223,1.54554E+12,Sun Dec 23 09:07:47 GMT+05:30 2018,home,home time,Personal Life,169607
20181223,1.54554E+12,Sun Dec 23 09:10:37 GMT+05:30 2018,home,call: Madhu Priya Atha,Social,513819
20181223,1.54554E+12,Sun Dec 23 09:19:11 GMT+05:30 2018,home,home time,Personal Life,3466674
20181223,1.54554E+12,Sun Dec 23 10:16:57 GMT+05:30 2018,,walk,Transport,976771
20181223,1.54554E+12,Sun Dec 23 10:33:14 GMT+05:30 2018,,phone: Maps,Personal Life,653520
20181223,1.54554E+12,Sun Dec 23 10:44:08 GMT+05:30 2018,,walk,Transport,906017
20181223,1.54554E+12,Sun Dec 23 10:59:14 GMT+05:30 2018,,vehicle,Transport,442474
20181223,1.54554E+12,Sun Dec 23 11:06:36 GMT+05:30 2018,,call: 8884032401,Social,227948
20181223,1.54554E+12,Sun Dec 23 11:10:24 GMT+05:30 2018,,phone: Nestaway,No category,378693
20181223,1.54554E+12,Sun Dec 23 11:16:43 GMT+05:30 2018,home,call: Lokesh Mama,Social,784104
20181223,1.54554E+12,Sun Dec 23 11:29:47 GMT+05:30 2018,home,call: +918884032401,Social,108536
20181223,1.54554E+12,Sun Dec 23 11:31:35 GMT+05:30 2018,home,phone: Nestaway,No category,215170
20181223,1.54555E+12,Sun Dec 23 11:35:11 GMT+05:30 2018,home,phone: Uber,Transport,133507
20181223,1.54555E+12,Sun Dec 23 11:37:24 GMT+05:30 2018,home,phone: Nestaway,No category,501726
20181223,1.54555E+12,Sun Dec 23 11:45:46 GMT+05:30 2018,home,call: +918884032401,Social,188693
20181223,1.54555E+12,Sun Dec 23 11:48:54 GMT+05:30 2018,home,phone: Nestaway,No category,421059
20181223,1.54555E+12,Sun Dec 23 11:55:56 GMT+05:30 2018,home,home time,Personal Life,369879
20181223,1.54555E+12,Sun Dec 23 12:02:05 GMT+05:30 2018,home,phone: Messaging,Social,684637
20181223,1.54555E+12,Sun Dec 23 12:13:30 GMT+05:30 2018,home,phone: Chrome,Art & Entertainment,185774
20181223,1.54555E+12,Sun Dec 23 12:16:36 GMT+05:30 2018,home,phone: Nestaway,No category,250226
20181223,1.54555E+12,Sun Dec 23 12:20:46 GMT+05:30 2018,home,call: 7892606515,Social,222650
20181223,1.54555E+12,Sun Dec 23 12:24:29 GMT+05:30 2018,home,home time,Personal Life,130133
20181223,1.54555E+12,Sun Dec 23 12:26:39 GMT+05:30 2018,home,walk,Transport,690986
20181223,1.54555E+12,Sun Dec 23 12:38:10 GMT+05:30 2018,,call: 7892606515,Social,143809
20181223,1.54555E+12,Sun Dec 23 12:40:34 GMT+05:30 2018,,walk,Transport,609501
20181223,1.54555E+12,Sun Dec 23 12:50:43 GMT+05:30 2018,,call: +919980075075,Social,117051
20181223,1.54555E+12,Sun Dec 23 12:52:40 GMT+05:30 2018,,walk,Transport,322910
20181223,1.54555E+12,Sun Dec 23 12:58:03 GMT+05:30 2018,,call: Lokesh Mama,Social,98917
20181223,1.54555E+12,Sun Dec 23 12:59:42 GMT+05:30 2018,,walk,Transport,309501
20181223,1.54555E+12,Sun Dec 23 13:04:51 GMT+05:30 2018,,phone: Nestaway,No category,145322
20181223,1.54555E+12,Sun Dec 23 13:07:17 GMT+05:30 2018,,walk,Transport,495432
20181223,1.54555E+12,Sun Dec 23 13:15:32 GMT+05:30 2018,home,phone: Bounce by Metrobikes,No category,170164
20181223,1.54555E+12,Sun Dec 23 13:18:22 GMT+05:30 2018,home,home time,Personal Life,215148
20181223,1.54555E+12,Sun Dec 23 13:21:58 GMT+05:30 2018,home,vehicle,Transport,1228326
20181223,1.54555E+12,Sun Dec 23 13:42:26 GMT+05:30 2018,,vehicle,Transport,317878
20181223,1.54555E+12,Sun Dec 23 13:47:44 GMT+05:30 2018,,walk,Transport,226426
20181223,1.54555E+12,Sun Dec 23 13:51:30 GMT+05:30 2018,,,No category,1590853
20181223,1.54555E+12,Sun Dec 23 14:18:01 GMT+05:30 2018,,vehicle,Transport,659906
20181223,1.54556E+12,Sun Dec 23 14:29:01 GMT+05:30 2018,,walk,Transport,974205
20181223,1.54556E+12,Sun Dec 23 14:45:15 GMT+05:30 2018,,vehicle,Transport,247097
20181223,1.54556E+12,Sun Dec 23 14:49:22 GMT+05:30 2018,,phone: Paytm,Personal Life,499879
20181223,1.54556E+12,Sun Dec 23 14:57:42 GMT+05:30 2018,home,call: Lokesh Mama,Social,552751
20181223,1.54556E+12,Sun Dec 23 15:06:55 GMT+05:30 2018,home,home time,Personal Life,194438
20181223,1.54556E+12,Sun Dec 23 15:10:09 GMT+05:30 2018,home,phone: Zomato,Personal Life,456041
20181223,1.54556E+12,Sun Dec 23 15:17:45 GMT+05:30 2018,home,home time,Personal Life,760241
20181223,1.54556E+12,Sun Dec 23 15:30:26 GMT+05:30 2018,home,phone: Zomato,Personal Life,119300
20181223,1.54556E+12,Sun Dec 23 15:32:25 GMT+05:30 2018,home,home time,Personal Life,591197
20181223,1.54556E+12,Sun Dec 23 15:42:16 GMT+05:30 2018,home,phone: Zomato,Personal Life,227298
20181223,1.54556E+12,Sun Dec 23 15:46:03 GMT+05:30 2018,home,home time,Personal Life,1454712
20181223,1.54556E+12,Sun Dec 23 16:10:18 GMT+05:30 2018,home,phone: Nestaway,No category,146780
20181223,1.54556E+12,Sun Dec 23 16:12:45 GMT+05:30 2018,home,phone: ePayLater,No category,146124
20181223,1.54556E+12,Sun Dec 23 16:15:11 GMT+05:30 2018,home,phone: PhonePe,Chores,356957
20181223,1.54556E+12,Sun Dec 23 16:21:08 GMT+05:30 2018,home,phone: inshorts,Social,113752
20181223,1.54556E+12,Sun Dec 23 16:23:02 GMT+05:30 2018,home,home time,Personal Life,303992
20181223,1.54556E+12,Sun Dec 23 16:28:06 GMT+05:30 2018,home,phone: Gmail,Social,335482
20181223,1.54556E+12,Sun Dec 23 16:33:41 GMT+05:30 2018,home,home time,Personal Life,307211
20181223,1.54556E+12,Sun Dec 23 16:38:48 GMT+05:30 2018,home,phone: mCent Browser,No category,152767
20181223,1.54556E+12,Sun Dec 23 16:41:21 GMT+05:30 2018,home,home time,Personal Life,741635
20181223,1.54556E+12,Sun Dec 23 16:53:43 GMT+05:30 2018,home,phone: Paytm,Personal Life,153553
20181223,1.54556E+12,Sun Dec 23 16:56:16 GMT+05:30 2018,home,home time,Personal Life,143892
20181223,1.54556E+12,Sun Dec 23 16:58:40 GMT+05:30 2018,home,call: Home Minister,Social,2024803
20181223,1.54557E+12,Sun Dec 23 17:32:25 GMT+05:30 2018,home,phone: Paytm,Personal Life,198759
20181223,1.54557E+12,Sun Dec 23 17:35:44 GMT+05:30 2018,home,walk,Transport,905287
20181223,1.54557E+12,Sun Dec 23 17:50:49 GMT+05:30 2018,,walk,Transport,2045303
20181223,1.54557E+12,Sun Dec 23 18:24:54 GMT+05:30 2018,home,home time,Personal Life,747595
20181223,1.54557E+12,Sun Dec 23 18:37:22 GMT+05:30 2018,home,phone: mCent Browser,No category,1565135
20181223,1.54557E+12,Sun Dec 23 19:03:27 GMT+05:30 2018,home,phone: Uber Eats,Transport,410931
20181223,1.54557E+12,Sun Dec 23 19:10:18 GMT+05:30 2018,home,phone: Google Pay,Art & Entertainment,119652
20181223,1.54557E+12,Sun Dec 23 19:12:18 GMT+05:30 2018,home,phone: PhonePe,Chores,214069
20181223,1.54557E+12,Sun Dec 23 19:15:52 GMT+05:30 2018,home,phone: Uber Eats,Transport,248721
20181223,1.54557E+12,Sun Dec 23 19:20:01 GMT+05:30 2018,home,phone: Google Pay,Art & Entertainment,102082
20181223,1.54557E+12,Sun Dec 23 19:21:43 GMT+05:30 2018,home,home time,Personal Life,122642
20181223,1.54557E+12,Sun Dec 23 19:23:45 GMT+05:30 2018,home,phone: Contacts and dialer,Social,153261
20181223,1.54557E+12,Sun Dec 23 19:26:18 GMT+05:30 2018,home,home time,Personal Life,334474
20181223,1.54557E+12,Sun Dec 23 19:31:53 GMT+05:30 2018,home,phone: Uber Eats,Transport,198383
20181223,1.54557E+12,Sun Dec 23 19:35:11 GMT+05:30 2018,home,home time,Personal Life,2585966
20181223,1.54558E+12,Sun Dec 23 20:18:17 GMT+05:30 2018,home,phone: Chrome,Art & Entertainment,479238
20181223,1.54558E+12,Sun Dec 23 20:26:17 GMT+05:30 2018,home,phone: Paytm,Personal Life,375162
20181223,1.54558E+12,Sun Dec 23 20:32:32 GMT+05:30 2018,home,phone: MX Player,Art & Entertainment,4595633
20181223,1.54558E+12,Sun Dec 23 21:49:07 GMT+05:30 2018,home,phone: WhatsApp,Social,151531
20181223,1.54558E+12,Sun Dec 23 21:51:39 GMT+05:30 2018,home,phone: MX Player,Art & Entertainment,4052711
20181223,1.54559E+12,Sun Dec 23 22:59:12 GMT+05:30 2018,home,home time,Personal Life,3647916
20181224,1.54559E+12,Mon Dec 24 00:00:00 GMT+05:30 2018,home,sleep,Resting,23411664
20181224,1.54561E+12,Mon Dec 24 06:30:11 GMT+05:30 2018,home,home time,Personal Life,673467
20181224,1.54561E+12,Mon Dec 24 06:41:25 GMT+05:30 2018,home,phone: WhatsApp,Social,119612
20181224,1.54561E+12,Mon Dec 24 06:43:24 GMT+05:30 2018,home,home time,Personal Life,733386
20181224,1.54561E+12,Mon Dec 24 06:55:38 GMT+05:30 2018,home,phone: Chrome,Art & Entertainment,160749
20181224,1.54561E+12,Mon Dec 24 06:58:18 GMT+05:30 2018,home,home time,Personal Life,2529987
20181224,1.54562E+12,Mon Dec 24 07:40:28 GMT+05:30 2018,home,phone: WhatsApp,Social,159679
20181224,1.54562E+12,Mon Dec 24 07:43:08 GMT+05:30 2018,home,home time,Personal Life,492831
20181224,1.54562E+12,Mon Dec 24 07:51:21 GMT+05:30 2018,,walk,Transport,968793
20181224,1.54562E+12,Mon Dec 24 08:07:30 GMT+05:30 2018,home,walk,Transport,397425
20181224,1.54562E+12,Mon Dec 24 08:14:07 GMT+05:30 2018,,,No category,471564
20181224,1.54562E+12,Mon Dec 24 08:21:59 GMT+05:30 2018,,phone: mCent Browser,No category,120578
20181224,1.54562E+12,Mon Dec 24 08:23:59 GMT+05:30 2018,,,No category,963865
20181224,1.54562E+12,Mon Dec 24 08:40:03 GMT+05:30 2018,work,eat out,Social,6696740
20181224,1.54563E+12,Mon Dec 24 10:31:40 GMT+05:30 2018,,walk,Transport,454142
20181224,1.54563E+12,Mon Dec 24 10:39:14 GMT+05:30 2018,,,No category,3828317
20181224,1.54563E+12,Mon Dec 24 11:43:02 GMT+05:30 2018,,walk,Transport,2125309
20181224,1.54563E+12,Mon Dec 24 12:18:28 GMT+05:30 2018,home,home time,Personal Life,488387
20181224,1.54563E+12,Mon Dec 24 12:26:36 GMT+05:30 2018,home,phone: MX Player,Art & Entertainment,795649
20181224,1.54564E+12,Mon Dec 24 12:39:52 GMT+05:30 2018,home,home time,Personal Life,2703129
20181224,1.54564E+12,Mon Dec 24 13:24:55 GMT+05:30 2018,home,phone: PhonePe,Chores,489921
20181224,1.54564E+12,Mon Dec 24 13:33:05 GMT+05:30 2018,home,home time,Personal Life,190509
20181224,1.54564E+12,Mon Dec 24 13:36:15 GMT+05:30 2018,home,phone: LazyPay,No category,255038
20181224,1.54564E+12,Mon Dec 24 13:40:30 GMT+05:30 2018,home,home time,Personal Life,7088997
20181224,1.54565E+12,Mon Dec 24 15:38:39 GMT+05:30 2018,home,phone: mCent Browser,No category,458700
20181224,1.54565E+12,Mon Dec 24 15:46:18 GMT+05:30 2018,home,Phone,Social,552371
20181224,1.54565E+12,Mon Dec 24 15:55:30 GMT+05:30 2018,home,home time,Personal Life,198148
20181224,1.54565E+12,Mon Dec 24 15:58:48 GMT+05:30 2018,home,phone: mCent Browser,No category,1347102
20181224,1.54565E+12,Mon Dec 24 16:21:16 GMT+05:30 2018,home,home time,Personal Life,462662
20181224,1.54565E+12,Mon Dec 24 16:28:58 GMT+05:30 2018,home,phone: Zomato,Personal Life,442223
20181224,1.54565E+12,Mon Dec 24 16:36:20 GMT+05:30 2018,home,home time,Personal Life,881057
20181224,1.54565E+12,Mon Dec 24 16:51:02 GMT+05:30 2018,home,phone: Zomato,Personal Life,544735
20181224,1.54565E+12,Mon Dec 24 17:00:06 GMT+05:30 2018,home,phone: Gallery,Art & Entertainment,113626
20181224,1.54565E+12,Mon Dec 24 17:02:00 GMT+05:30 2018,home,phone: Paytm,Personal Life,151545
20181224,1.54565E+12,Mon Dec 24 17:04:31 GMT+05:30 2018,home,phone: Drive,Professional Life,174733
20181224,1.54565E+12,Mon Dec 24 17:07:26 GMT+05:30 2018,home,phone: Gallery,Art & Entertainment,161457
20181224,1.54565E+12,Mon Dec 24 17:10:08 GMT+05:30 2018,home,phone: MX Player,Art & Entertainment,660791
20181224,1.54565E+12,Mon Dec 24 17:21:08 GMT+05:30 2018,home,home time,Personal Life,273984
20181224,1.54565E+12,Mon Dec 24 17:25:42 GMT+05:30 2018,home,phone: Drive,Professional Life,130933
20181224,1.54565E+12,Mon Dec 24 17:27:53 GMT+05:30 2018,home,phone: LinkedIn,Professional Life,150285
20181224,1.54565E+12,Mon Dec 24 17:30:24 GMT+05:30 2018,home,phone: Drive,Professional Life,190144
20181224,1.54565E+12,Mon Dec 24 17:33:34 GMT+05:30 2018,home,home time,Personal Life,149506
20181224,1.54565E+12,Mon Dec 24 17:36:03 GMT+05:30 2018,home,call: +918046140300,Social,313683
20181224,1.54565E+12,Mon Dec 24 17:41:17 GMT+05:30 2018,home,home time,Personal Life,284602
20181224,1.54565E+12,Mon Dec 24 17:46:02 GMT+05:30 2018,home,call: 08039534346,Social,2247288
20181224,1.54566E+12,Mon Dec 24 18:23:29 GMT+05:30 2018,home,walk,Transport,264409
20181224,1.54566E+12,Mon Dec 24 18:27:53 GMT+05:30 2018,home,home time,Personal Life,887439
20181224,1.54566E+12,Mon Dec 24 18:42:41 GMT+05:30 2018,home,phone: Paytm,Personal Life,104447
20181224,1.54566E+12,Mon Dec 24 18:44:25 GMT+05:30 2018,home,phone: Gmail,Social,632852
20181224,1.54566E+12,Mon Dec 24 18:54:58 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,3231208
20181224,1.54566E+12,Mon Dec 24 19:48:49 GMT+05:30 2018,home,home time,Personal Life,151718
20181224,1.54566E+12,Mon Dec 24 19:51:21 GMT+05:30 2018,,walk,Transport,834485
20181224,1.54566E+12,Mon Dec 24 20:05:15 GMT+05:30 2018,home,home time,Personal Life,338186
20181224,1.54566E+12,Mon Dec 24 20:10:54 GMT+05:30 2018,home,phone: Calendar,Personal Life,354574
20181224,1.54566E+12,Mon Dec 24 20:16:48 GMT+05:30 2018,home,home time,Personal Life,196465
20181224,1.54566E+12,Mon Dec 24 20:20:05 GMT+05:30 2018,home,phone: mCent Browser,No category,126752
20181224,1.54566E+12,Mon Dec 24 20:22:11 GMT+05:30 2018,home,call: satvik,Social,282263
20181224,1.54566E+12,Mon Dec 24 20:26:54 GMT+05:30 2018,home,home time,Personal Life,163391
20181224,1.54566E+12,Mon Dec 24 20:29:37 GMT+05:30 2018,home,phone: PhonePe,Chores,152223
20181224,1.54566E+12,Mon Dec 24 20:32:09 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,1158667
20181224,1.54566E+12,Mon Dec 24 20:51:28 GMT+05:30 2018,home,phone: WhatsApp,Social,298837
20181224,1.54567E+12,Mon Dec 24 20:56:27 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,1395616
20181224,1.54567E+12,Mon Dec 24 21:19:42 GMT+05:30 2018,home,call: Madhu Priya Atha,Social,409795
20181224,1.54567E+12,Mon Dec 24 21:26:32 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,1409578
20181224,1.54567E+12,Mon Dec 24 21:50:02 GMT+05:30 2018,home,phone: Zomato,Personal Life,256778
20181224,1.54567E+12,Mon Dec 24 21:54:18 GMT+05:30 2018,home,home time,Personal Life,165578
20181224,1.54567E+12,Mon Dec 24 21:57:04 GMT+05:30 2018,home,phone: Zomato,Personal Life,400995
20181224,1.54567E+12,Mon Dec 24 22:03:45 GMT+05:30 2018,home,phone: Kotak Bank,No category,107937
20181224,1.54567E+12,Mon Dec 24 22:05:33 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,298814
20181224,1.54567E+12,Mon Dec 24 22:10:32 GMT+05:30 2018,home,phone: Zomato,Personal Life,289313
20181224,1.54567E+12,Mon Dec 24 22:15:21 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,229398
20181224,1.54567E+12,Mon Dec 24 22:19:11 GMT+05:30 2018,home,phone: Settings,No category,311045
20181224,1.54567E+12,Mon Dec 24 22:24:22 GMT+05:30 2018,home,phone: Zomato,Personal Life,448016
20181224,1.54567E+12,Mon Dec 24 22:31:50 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,490799
20181224,1.54567E+12,Mon Dec 24 22:40:00 GMT+05:30 2018,home,call: 18602100000,Social,147902
20181224,1.54567E+12,Mon Dec 24 22:42:28 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,454226
20181224,1.54567E+12,Mon Dec 24 22:50:03 GMT+05:30 2018,home,home time,Personal Life,1179234
20181224,1.54567E+12,Mon Dec 24 23:09:42 GMT+05:30 2018,home,phone: Zomato,Personal Life,97715
20181224,1.54567E+12,Mon Dec 24 23:11:19 GMT+05:30 2018,home,home time,Personal Life,2237581
20181224,1.54568E+12,Mon Dec 24 23:48:37 GMT+05:30 2018,,,No category,682451
20181225,1.54568E+12,Tue Dec 25 00:00:00 GMT+05:30 2018,,,No category,294543
20181225,1.54568E+12,Tue Dec 25 00:04:54 GMT+05:30 2018,home,home time,Personal Life,492093
20181225,1.54568E+12,Tue Dec 25 00:13:06 GMT+05:30 2018,home,phone: WhatsApp,Social,287923
20181225,1.54568E+12,Tue Dec 25 00:17:54 GMT+05:30 2018,home,home time,Personal Life,423647
20181225,1.54568E+12,Tue Dec 25 00:24:58 GMT+05:30 2018,home,sleep,Resting,16905193
20181225,1.54569E+12,Tue Dec 25 05:06:43 GMT+05:30 2018,home,phone: mCent Browser,No category,139730
20181225,1.54569E+12,Tue Dec 25 05:09:03 GMT+05:30 2018,home,home time,Personal Life,5587965
20181225,1.5457E+12,Tue Dec 25 06:42:11 GMT+05:30 2018,home,phone: WhatsApp,Social,172024
20181225,1.5457E+12,Tue Dec 25 06:45:03 GMT+05:30 2018,home,home time,Personal Life,1254605
20181225,1.5457E+12,Tue Dec 25 07:05:57 GMT+05:30 2018,home,phone: Security,Chores,175679
20181225,1.5457E+12,Tue Dec 25 07:08:53 GMT+05:30 2018,home,phone: Cleaner,No category,124150
20181225,1.5457E+12,Tue Dec 25 07:10:57 GMT+05:30 2018,home,home time,Personal Life,1118824
20181225,1.5457E+12,Tue Dec 25 07:29:36 GMT+05:30 2018,home,walk,Transport,291675
20181225,1.5457E+12,Tue Dec 25 07:34:28 GMT+05:30 2018,home,vehicle,Transport,1304976
20181225,1.5457E+12,Tue Dec 25 07:56:13 GMT+05:30 2018,home,home time,Personal Life,247836
20181225,1.54571E+12,Tue Dec 25 08:00:20 GMT+05:30 2018,home,walk,Transport,406737
20181225,1.54571E+12,Tue Dec 25 08:07:07 GMT+05:30 2018,home,home time,Personal Life,524138
20181225,1.54571E+12,Tue Dec 25 08:15:51 GMT+05:30 2018,home,walk,Transport,180643
20181225,1.54571E+12,Tue Dec 25 08:18:52 GMT+05:30 2018,home,home time,Personal Life,299198
20181225,1.54571E+12,Tue Dec 25 08:23:51 GMT+05:30 2018,home,phone: mCent Browser,No category,139531
20181225,1.54571E+12,Tue Dec 25 08:26:11 GMT+05:30 2018,home,home time,Personal Life,1104022
20181225,1.54571E+12,Tue Dec 25 08:44:35 GMT+05:30 2018,home,phone: Zomato,Personal Life,242002
20181225,1.54571E+12,Tue Dec 25 08:48:37 GMT+05:30 2018,home,home time,Personal Life,749268
20181225,1.54571E+12,Tue Dec 25 09:01:06 GMT+05:30 2018,home,phone: Paytm,Personal Life,313665
20181225,1.54571E+12,Tue Dec 25 09:06:20 GMT+05:30 2018,home,home time,Personal Life,426307
20181225,1.54571E+12,Tue Dec 25 09:13:26 GMT+05:30 2018,,Phone,Social,228775
20181225,1.54571E+12,Tue Dec 25 09:17:15 GMT+05:30 2018,,phone: Settings,No category,217482
20181225,1.54571E+12,Tue Dec 25 09:20:52 GMT+05:30 2018,,phone: Zomato,Personal Life,318901
20181225,1.54571E+12,Tue Dec 25 09:26:11 GMT+05:30 2018,,phone: Udemy,Art & Entertainment,274249
20181225,1.54571E+12,Tue Dec 25 09:30:45 GMT+05:30 2018,,,No category,1134886
20181225,1.54571E+12,Tue Dec 25 09:49:40 GMT+05:30 2018,,phone: MirrorGo,Hobbies,237707
20181225,1.54571E+12,Tue Dec 25 09:53:38 GMT+05:30 2018,,phone: Udemy,Art & Entertainment,1927206
20181225,1.54571E+12,Tue Dec 25 10:25:45 GMT+05:30 2018,,,No category,410973
20181225,1.54571E+12,Tue Dec 25 10:32:36 GMT+05:30 2018,,phone: Udemy,Art & Entertainment,816797
20181225,1.54571E+12,Tue Dec 25 10:46:13 GMT+05:30 2018,,phone: mCent Browser,No category,1142921
20181225,1.54572E+12,Tue Dec 25 11:05:16 GMT+05:30 2018,,phone: Udemy,Art & Entertainment,3075414
20181225,1.54572E+12,Tue Dec 25 11:56:31 GMT+05:30 2018,,phone: mCent Browser,No category,172973
20181225,1.54572E+12,Tue Dec 25 11:59:24 GMT+05:30 2018,,phone: WhatsApp,Social,309567
20181225,1.54572E+12,Tue Dec 25 12:04:34 GMT+05:30 2018,,,No category,464049
20181225,1.54572E+12,Tue Dec 25 12:12:18 GMT+05:30 2018,,phone: Kotak Bank,No category,1144121
20181225,1.54572E+12,Tue Dec 25 12:31:22 GMT+05:30 2018,,walk,Transport,1149701
20181225,1.54572E+12,Tue Dec 25 12:50:32 GMT+05:30 2018,home,home time,Personal Life,2307140
20181225,1.54572E+12,Tue Dec 25 13:28:59 GMT+05:30 2018,home,phone: Paytm,Personal Life,888740
20181225,1.54573E+12,Tue Dec 25 13:43:47 GMT+05:30 2018,home,phone: Zomato,Personal Life,441216
20181225,1.54573E+12,Tue Dec 25 13:51:09 GMT+05:30 2018,home,home time,Personal Life,6105765
20181225,1.54573E+12,Tue Dec 25 15:32:54 GMT+05:30 2018,home,phone: mCent Browser,No category,384382
20181225,1.54573E+12,Tue Dec 25 15:39:19 GMT+05:30 2018,home,phone: Google Play Store,Art & Entertainment,298629
20181225,1.54573E+12,Tue Dec 25 15:44:17 GMT+05:30 2018,home,phone: WhatsApp,Social,113212
20181225,1.54573E+12,Tue Dec 25 15:46:11 GMT+05:30 2018,home,call: Marisetti thulasi kumar,Social,209610
20181225,1.54573E+12,Tue Dec 25 15:49:40 GMT+05:30 2018,home,call: Tulasi Mama,Social,144408
20181225,1.54573E+12,Tue Dec 25 15:52:05 GMT+05:30 2018,home,home time,Personal Life,479164
20181225,1.54573E+12,Tue Dec 25 16:00:04 GMT+05:30 2018,,walk,Transport,820309
20181225,1.54573E+12,Tue Dec 25 16:13:44 GMT+05:30 2018,home,home time,Personal Life,3012517
20181225,1.54574E+12,Tue Dec 25 17:03:57 GMT+05:30 2018,home,phone: inshorts,Social,351694
20181225,1.54574E+12,Tue Dec 25 17:09:48 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,514384
20181225,1.54574E+12,Tue Dec 25 17:18:23 GMT+05:30 2018,home,call: +919845977589,Social,264937
20181225,1.54574E+12,Tue Dec 25 17:22:48 GMT+05:30 2018,home,phone: WhatsApp,Social,110134
20181225,1.54574E+12,Tue Dec 25 17:24:38 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,194917
20181225,1.54574E+12,Tue Dec 25 17:27:53 GMT+05:30 2018,home,phone: WhatsApp,Social,149374
20181225,1.54574E+12,Tue Dec 25 17:30:22 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,1825892
20181225,1.54574E+12,Tue Dec 25 18:00:48 GMT+05:30 2018,home,home time,Personal Life,492430
20181225,1.54574E+12,Tue Dec 25 18:09:00 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,474691
20181225,1.54574E+12,Tue Dec 25 18:16:55 GMT+05:30 2018,home,call: Home Minister,Social,618429
20181225,1.54574E+12,Tue Dec 25 18:27:14 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,131005
20181225,1.54574E+12,Tue Dec 25 18:29:25 GMT+05:30 2018,home,home time,Personal Life,155842
20181225,1.54574E+12,Tue Dec 25 18:32:00 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,98720
20181225,1.54574E+12,Tue Dec 25 18:33:39 GMT+05:30 2018,home,home time,Personal Life,428901
20181225,1.54574E+12,Tue Dec 25 18:40:48 GMT+05:30 2018,home,call: +918217689997,Social,229403
20181225,1.54574E+12,Tue Dec 25 18:44:37 GMT+05:30 2018,home,home time,Personal Life,426390
20181225,1.54574E+12,Tue Dec 25 18:51:44 GMT+05:30 2018,home,phone: Udemy,Art & Entertainment,1775267
20181225,1.54575E+12,Tue Dec 25 19:21:19 GMT+05:30 2018,home,phone: mCent Browser,No category,126313
20181225,1.54575E+12,Tue Dec 25 19:23:25 GMT+05:30 2018,home,home time,Personal Life,1678117
20181225,1.54575E+12,Tue Dec 25 19:51:24 GMT+05:30 2018,home,phone: WhatsApp,Social,272424
20181225,1.54575E+12,Tue Dec 25 19:55:56 GMT+05:30 2018,home,home time,Personal Life,363582
20181225,1.54575E+12,Tue Dec 25 20:02:00 GMT+05:30 2018,,sleep,Resting,17090
20181225,1.54575E+12,Tue Dec 25 20:02:17 GMT+05:30 2018,,phone: Udemy,Art & Entertainment,2804180
20181225,1.54575E+12,Tue Dec 25 20:49:01 GMT+05:30 2018,,sleep,Resting,1261650
